"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 24 02:58:56 UTC 2026","Mon Aug 24 02:59:01 UTC 2026","5234","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Profile tab when tapped",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","21","api","api/specs/analytics.spec.ts","Analytics Authorization","","","should return 401 when accessing analytics with an expired token",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","24","api","api/specs/workouts.spec.ts","DELETE /api/workouts/:id","","","should no longer return the deleted workout in the list",""
"passed","Mon Aug 24 02:59:27 UTC 2026","Mon Aug 24 02:59:33 UTC 2026","5360","web-webkit","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should complete full login flow on mobile viewport",""
"passed","Mon Aug 24 02:58:58 UTC 2026","Mon Aug 24 02:59:00 UTC 2026","2262","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should render the login card within the mobile viewport without horizontal scroll",""
"passed","Mon Aug 24 02:58:46 UTC 2026","Mon Aug 24 02:58:52 UTC 2026","6425","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should redirect unauthenticated users to login",""
"passed","Mon Aug 24 02:59:30 UTC 2026","Mon Aug 24 02:59:33 UTC 2026","2827","web-webkit","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should render the login page correctly on tablet",""
"passed","Mon Aug 24 02:59:01 UTC 2026","Mon Aug 24 02:59:06 UTC 2026","5258","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should highlight the active tab with visual indication",""
"passed","Mon Aug 24 02:58:32 UTC 2026","Mon Aug 24 02:58:34 UTC 2026","2483","web-chromium","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should enable the login button when both fields are filled",""
"passed","Mon Aug 24 02:59:11 UTC 2026","Mon Aug 24 02:59:19 UTC 2026","7999","web-webkit","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should redirect unauthenticated users to login",""
"passed","Mon Aug 24 02:59:38 UTC 2026","Mon Aug 24 02:59:48 UTC 2026","9752","web-firefox","e2e-web/specs/workouts.spec.ts","Add Workout","","","should keep the submit button disabled while required fields are empty",""
"passed","Mon Aug 24 02:58:46 UTC 2026","Mon Aug 24 02:58:49 UTC 2026","3148","web-webkit","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only password is filled",""
"passed","Mon Aug 24 02:58:37 UTC 2026","Mon Aug 24 02:58:42 UTC 2026","5150","web-mobile-safari","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when password is wrong",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","71","api","api/specs/contract.spec.ts","Workout Response Contract","","","should persist exerciseType from the allowed enum values",""
"passed","Mon Aug 24 02:58:15 UTC 2026","Mon Aug 24 02:58:20 UTC 2026","5917","web-firefox","e2e-web/specs/login.spec.ts","Successful Login","","","should store an auth token in localStorage after login",""
"passed","Mon Aug 24 02:59:31 UTC 2026","Mon Aug 24 02:59:35 UTC 2026","3524","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should display form inputs with adequate touch target size on tablet",""
"passed","Mon Aug 24 02:58:43 UTC 2026","Mon Aug 24 02:58:50 UTC 2026","6550","web-chromium","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the workouts page directly via URL",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","37","api","api/specs/contract.spec.ts","Login Response Contract","","","should match the LoginResponse schema on successful login",""
"passed","Mon Aug 24 02:59:11 UTC 2026","Mon Aug 24 02:59:20 UTC 2026","9433","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Workout List","","","should display a list of workouts for the authenticated user",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","57","api","api/specs/analytics.spec.ts","GET /api/analytics/summary","","","should return correct total workout count matching seeded data",""
"skipped","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","0","api","api/specs/contract.spec.ts","Workout Response Contract","","","should return a schema-valid date for a workout created the way the app creates it",""
"passed","Mon Aug 24 02:58:24 UTC 2026","Mon Aug 24 02:58:26 UTC 2026","2341","web-mobile-chrome","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when both fields are empty",""
"passed","Mon Aug 24 02:58:53 UTC 2026","Mon Aug 24 02:59:02 UTC 2026","8562","web-firefox","e2e-web/specs/navigation.spec.ts","Back Button","","","should return to the previous page when browser back is pressed",""
"passed","Mon Aug 24 02:58:21 UTC 2026","Mon Aug 24 02:58:24 UTC 2026","2480","web-mobile-chrome","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when email does not exist",""
"passed","Mon Aug 24 02:59:26 UTC 2026","Mon Aug 24 02:59:37 UTC 2026","11091","web-chromium","e2e-web/specs/workouts.spec.ts","Add Workout","","","should create a new workout when the form is filled and submitted",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","47","api","api/specs/contract.spec.ts","Workout Response Contract","","","should persist durationMinutes within the valid range (1-1440)",""
"passed","Mon Aug 24 03:00:05 UTC 2026","Mon Aug 24 03:00:16 UTC 2026","11647","web-webkit","e2e-web/specs/workouts.spec.ts","Add Workout","","","should keep the submit button disabled while required fields are empty",""
"passed","Mon Aug 24 02:59:11 UTC 2026","Mon Aug 24 02:59:14 UTC 2026","2547","web-firefox","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should render the login page in landscape without layout breakage",""
"passed","Mon Aug 24 02:59:41 UTC 2026","Mon Aug 24 02:59:52 UTC 2026","10460","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Workout List","","","should display a list of workouts for the authenticated user",""
"passed","Mon Aug 24 02:58:47 UTC 2026","Mon Aug 24 02:58:50 UTC 2026","2904","web-mobile-safari","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only password is filled",""
"passed","Mon Aug 24 02:58:29 UTC 2026","Mon Aug 24 02:58:32 UTC 2026","2379","web-chromium","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only email is filled",""
"passed","Mon Aug 24 02:59:38 UTC 2026","Mon Aug 24 02:59:41 UTC 2026","2909","web-webkit","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should allow scrolling to reach the login button in landscape if needed",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","15","api","api/specs/auth.spec.ts","POST /api/auth/register","","","should return 201 and a JWT token for a new user",""
"passed","Mon Aug 24 02:59:41 UTC 2026","Mon Aug 24 02:59:53 UTC 2026","11435","web-webkit","e2e-web/specs/workouts.spec.ts","Workout List","","","should display a list of workouts for the authenticated user",""
"passed","Mon Aug 24 02:58:44 UTC 2026","Mon Aug 24 02:58:50 UTC 2026","6402","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the profile page directly via URL",""
"passed","Mon Aug 24 02:59:39 UTC 2026","Mon Aug 24 02:59:44 UTC 2026","5574","web-webkit","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should complete full login flow in landscape orientation",""
"passed","Mon Aug 24 02:59:17 UTC 2026","Mon Aug 24 02:59:27 UTC 2026","10105","web-firefox","e2e-web/specs/workouts.spec.ts","Workout List","","","should display a list of workouts for the authenticated user",""
"passed","Mon Aug 24 02:59:14 UTC 2026","Mon Aug 24 02:59:17 UTC 2026","2635","web-firefox","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should allow scrolling to reach the login button in landscape if needed",""
"passed","Mon Aug 24 02:59:54 UTC 2026","Mon Aug 24 03:00:08 UTC 2026","13025","web-webkit","e2e-web/specs/workouts.spec.ts","Add Workout","","","should create a new workout when the form is filled and submitted",""
"passed","Mon Aug 24 02:59:49 UTC 2026","Mon Aug 24 03:00:02 UTC 2026","12545","web-chromium","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should show all workouts when the search is cleared",""
"skipped","Mon Aug 24 03:00:14 UTC 2026","Mon Aug 24 03:00:14 UTC 2026","0","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Delete Workout","","","should remove a workout from the list when deleted",""
"passed","Mon Aug 24 02:58:52 UTC 2026","Mon Aug 24 02:58:59 UTC 2026","6465","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Back Button","","","should handle Ionic back button if present",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","13","api","api/specs/workouts.spec.ts","GET /api/workouts","","","should return 401 when no auth token is provided",""
"passed","Mon Aug 24 02:58:50 UTC 2026","Mon Aug 24 02:58:58 UTC 2026","7519","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Back Button","","","should return to the previous page when browser back is pressed",""
"passed","Mon Aug 24 02:58:46 UTC 2026","Mon Aug 24 02:58:53 UTC 2026","7022","web-firefox","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the profile page directly via URL",""
"passed","Mon Aug 24 02:59:01 UTC 2026","Mon Aug 24 02:59:04 UTC 2026","2334","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should render the login page correctly on tablet",""
"passed","Mon Aug 24 02:59:04 UTC 2026","Mon Aug 24 02:59:06 UTC 2026","2337","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should display form inputs with adequate touch target size on tablet",""
"passed","Mon Aug 24 02:59:17 UTC 2026","Mon Aug 24 02:59:25 UTC 2026","7785","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Back Button","","","should handle Ionic back button if present",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","17","api","api/specs/workouts.spec.ts","DELETE /api/workouts/:id","","","should delete a workout and return 200",""
"passed","Mon Aug 24 02:58:35 UTC 2026","Mon Aug 24 02:58:40 UTC 2026","4312","web-webkit","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when password is wrong",""
"passed","Mon Aug 24 02:58:32 UTC 2026","Mon Aug 24 02:58:36 UTC 2026","4836","web-firefox","e2e-web/specs/login.spec.ts","Logout","","","should clear the auth token and return to login page on logout",""
"passed","Mon Aug 24 03:00:09 UTC 2026","Mon Aug 24 03:00:22 UTC 2026","13386","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Edit Workout","","","should allow editing a workout by clicking on it in the list",""
"passed","Mon Aug 24 02:59:08 UTC 2026","Mon Aug 24 02:59:11 UTC 2026","2307","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should allow scrolling to reach the login button in landscape if needed",""
"passed","Mon Aug 24 02:58:59 UTC 2026","Mon Aug 24 02:59:01 UTC 2026","2277","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should display all login form elements on mobile",""
"skipped","Mon Aug 24 02:57:05 UTC 2026","Mon Aug 24 02:57:05 UTC 2026","0","api","api/specs/workouts.spec.ts","Workout Authorization Scope","","","should only return workouts belonging to the authenticated user",""
"skipped","Mon Aug 24 02:59:44 UTC 2026","Mon Aug 24 02:59:44 UTC 2026","0","web-chromium","e2e-web/specs/workouts.spec.ts","Delete Workout","","","should remove a workout from the list when deleted",""
"passed","Mon Aug 24 02:59:06 UTC 2026","Mon Aug 24 02:59:14 UTC 2026","7337","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the profile page directly via URL",""
"passed","Mon Aug 24 02:58:43 UTC 2026","Mon Aug 24 02:58:47 UTC 2026","4415","web-chromium","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should highlight the active tab with visual indication",""
"passed","Mon Aug 24 02:58:42 UTC 2026","Mon Aug 24 02:58:47 UTC 2026","5897","web-mobile-safari","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should NOT redirect to dashboard on failed login",""
"passed","Mon Aug 24 02:59:19 UTC 2026","Mon Aug 24 02:59:28 UTC 2026","9102","web-firefox","e2e-web/specs/workouts.spec.ts","Workout List","","","should show workout details including exercise type and duration",""
"passed","Mon Aug 24 02:59:10 UTC 2026","Mon Aug 24 02:59:14 UTC 2026","4743","web-firefox","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should complete full login flow on tablet viewport",""
"passed","Mon Aug 24 02:59:20 UTC 2026","Mon Aug 24 02:59:31 UTC 2026","10511","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Add Workout","","","should navigate to the add workout form when clicking the add button",""
"passed","Mon Aug 24 02:59:45 UTC 2026","Mon Aug 24 02:59:58 UTC 2026","12506","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should show all workouts when the search is cleared",""
"passed","Mon Aug 24 02:59:09 UTC 2026","Mon Aug 24 02:59:13 UTC 2026","4702","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should complete full login flow in landscape orientation",""
"passed","Mon Aug 24 02:58:29 UTC 2026","Mon Aug 24 02:58:32 UTC 2026","2620","web-firefox","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only password is filled",""
"skipped","Mon Aug 24 03:00:16 UTC 2026","Mon Aug 24 03:00:16 UTC 2026","1","web-webkit","e2e-web/specs/workouts.spec.ts","Delete Workout","","","should remove a workout from the list when deleted",""
"passed","Mon Aug 24 02:59:15 UTC 2026","Mon Aug 24 02:59:24 UTC 2026","9514","web-chromium","e2e-web/specs/workouts.spec.ts","Workout List","","","should display a list of workouts for the authenticated user",""
"passed","Mon Aug 24 03:00:08 UTC 2026","Mon Aug 24 03:00:22 UTC 2026","14358","web-webkit","e2e-web/specs/workouts.spec.ts","Edit Workout","","","should allow editing a workout by clicking on it in the list",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","22","api","api/specs/workouts.spec.ts","GET /api/workouts","","","should return a list of workouts for the authenticated user",""
"passed","Mon Aug 24 03:00:22 UTC 2026","Mon Aug 24 03:00:36 UTC 2026","13745","web-webkit","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should show all workouts when the search is cleared",""
"passed","Mon Aug 24 02:58:47 UTC 2026","Mon Aug 24 02:58:51 UTC 2026","4402","web-webkit","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should enable the login button when both fields are filled",""
"passed","Mon Aug 24 02:59:35 UTC 2026","Mon Aug 24 02:59:44 UTC 2026","9113","web-chromium","e2e-web/specs/workouts.spec.ts","Add Workout","","","should keep the submit button disabled while required fields are empty",""
"passed","Mon Aug 24 02:58:31 UTC 2026","Mon Aug 24 02:58:35 UTC 2026","4341","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Workouts tab when tapped",""
"passed","Mon Aug 24 02:59:14 UTC 2026","Mon Aug 24 02:59:19 UTC 2026","4836","web-firefox","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should complete full login flow in landscape orientation",""
"passed","Mon Aug 24 02:59:28 UTC 2026","Mon Aug 24 02:59:32 UTC 2026","3315","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should render the login page correctly on tablet",""
"passed","Mon Aug 24 02:59:33 UTC 2026","Mon Aug 24 02:59:38 UTC 2026","5786","web-webkit","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should complete full login flow on tablet viewport",""
"passed","Mon Aug 24 02:58:31 UTC 2026","Mon Aug 24 02:58:35 UTC 2026","4410","web-mobile-chrome","e2e-web/specs/login.spec.ts","Logout","","","should clear the auth token and return to login page on logout",""
"passed","Mon Aug 24 02:58:24 UTC 2026","Mon Aug 24 02:58:27 UTC 2026","2614","web-chromium","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when password is wrong",""
"passed","Mon Aug 24 02:59:38 UTC 2026","Mon Aug 24 02:59:41 UTC 2026","2927","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should allow scrolling to reach the login button in landscape if needed",""
"passed","Mon Aug 24 02:58:42 UTC 2026","Mon Aug 24 02:58:49 UTC 2026","6957","web-firefox","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the workouts page directly via URL",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:05 UTC 2026","9","api","api/specs/workouts.spec.ts","DELETE /api/workouts/:id","","","should return 401 when deleting without authentication",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","21","api","api/specs/workouts.spec.ts","GET /api/workouts","","","should return workouts with all required fields",""
"passed","Mon Aug 24 02:59:27 UTC 2026","Mon Aug 24 02:59:38 UTC 2026","11035","web-firefox","e2e-web/specs/workouts.spec.ts","Add Workout","","","should navigate to the add workout form when clicking the add button",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","13","api","api/specs/workouts.spec.ts","PUT /api/workouts/:id","","","should return 401 when updating without authentication",""
"passed","Mon Aug 24 02:58:24 UTC 2026","Mon Aug 24 02:58:29 UTC 2026","4726","web-firefox","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should NOT redirect to dashboard on failed login",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","34","api","api/specs/contract.spec.ts","Workout Response Contract","","","should match the workout schema for a created workout",""
"passed","Mon Aug 24 02:59:06 UTC 2026","Mon Aug 24 02:59:08 UTC 2026","2284","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should render the login page in landscape without layout breakage",""
"passed","Mon Aug 24 02:58:24 UTC 2026","Mon Aug 24 02:58:28 UTC 2026","4443","web-mobile-chrome","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should NOT redirect to dashboard on failed login",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","8","api","api/specs/auth.spec.ts","POST /api/auth/register","","","should return 400 when required fields are missing",""
"passed","Mon Aug 24 02:58:27 UTC 2026","Mon Aug 24 02:58:29 UTC 2026","2509","web-chromium","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when both fields are empty",""
"passed","Mon Aug 24 02:58:31 UTC 2026","Mon Aug 24 02:58:34 UTC 2026","2379","web-chromium","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only password is filled",""
"passed","Mon Aug 24 02:58:26 UTC 2026","Mon Aug 24 02:58:28 UTC 2026","2295","web-mobile-chrome","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only email is filled",""
"passed","Mon Aug 24 02:58:34 UTC 2026","Mon Aug 24 02:58:38 UTC 2026","4533","web-chromium","e2e-web/specs/login.spec.ts","Logout","","","should clear the auth token and return to login page on logout",""
"passed","Mon Aug 24 02:58:57 UTC 2026","Mon Aug 24 02:59:02 UTC 2026","5295","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to History tab when tapped",""
"passed","Mon Aug 24 02:59:40 UTC 2026","Mon Aug 24 02:59:47 UTC 2026","7001","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should complete full login flow in landscape orientation",""
"passed","Mon Aug 24 02:59:31 UTC 2026","Mon Aug 24 02:59:40 UTC 2026","9119","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Add Workout","","","should keep the submit button disabled while required fields are empty",""
"passed","Mon Aug 24 02:58:23 UTC 2026","Mon Aug 24 02:58:36 UTC 2026","12645","web-mobile-safari","e2e-web/specs/login.spec.ts","Successful Login","","","should store an auth token in localStorage after login",""
"passed","Mon Aug 24 02:58:16 UTC 2026","Mon Aug 24 02:58:21 UTC 2026","4613","web-mobile-chrome","e2e-web/specs/login.spec.ts","Successful Login","","","should store an auth token in localStorage after login",""
"passed","Mon Aug 24 02:59:06 UTC 2026","Mon Aug 24 02:59:09 UTC 2026","2582","web-firefox","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should render the login page correctly on tablet",""
"passed","Mon Aug 24 03:00:22 UTC 2026","Mon Aug 24 03:00:36 UTC 2026","13456","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should show all workouts when the search is cleared",""
"passed","Mon Aug 24 02:58:38 UTC 2026","Mon Aug 24 02:58:43 UTC 2026","4442","web-chromium","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Profile tab when tapped",""
"passed","Mon Aug 24 02:59:23 UTC 2026","Mon Aug 24 02:59:25 UTC 2026","2903","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should render the login card within the mobile viewport without horizontal scroll",""
"passed","Mon Aug 24 02:58:28 UTC 2026","Mon Aug 24 02:58:31 UTC 2026","2420","web-mobile-chrome","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should enable the login button when both fields are filled",""
"passed","Mon Aug 24 02:58:37 UTC 2026","Mon Aug 24 02:58:42 UTC 2026","4719","web-firefox","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to History tab when tapped",""
